local code,text,table_name,parent_varname,local code system,code,display,code system,comment
HP:0011109,Chronic sinusitis,subject,hpo_present,subject,HP:0011109,Chronic sinusitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0011119,Abnormality of the nasal dorsum,subject,hpo_absent,subject,HP:0011119,Abnormality of the nasal dorsum,http://purl.obolibrary.org/obo/hp.owl,
HP:0011124,Abnormal epidermal morphology,subject,hpo_absent,subject,HP:0011124,Abnormal epidermal morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0011220,Prominent forehead,subject,hpo_present,subject,HP:0011220,Prominent forehead,http://purl.obolibrary.org/obo/hp.owl,
HP:0011227,Elevated circulating C-reactive protein concentration,subject,hpo_present,subject,HP:0011227,Elevated circulating C-reactive protein concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0011228,Horizontal eyebrow,subject,hpo_present,subject,HP:0011228,Horizontal eyebrow,http://purl.obolibrary.org/obo/hp.owl,
HP:0011231,Prominent eyelashes,subject,hpo_present,subject,HP:0011231,Prominent eyelashes,http://purl.obolibrary.org/obo/hp.owl,
HP:0011276,Vascular skin abnormality,subject,hpo_absent,subject,HP:0011276,Vascular skin abnormality,http://purl.obolibrary.org/obo/hp.owl,
HP:0011304,Broad thumb,subject,hpo_present,subject,HP:0011304,Broad thumb,http://purl.obolibrary.org/obo/hp.owl,
HP:0011314,Abnormality of long bone morphology,subject,hpo_present,subject,HP:0011314,Abnormality of long bone morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0011318,Bicoronal synostosis,subject,hpo_present,subject,HP:0011318,Bicoronal synostosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0011320,Unilambdoid synostosis,subject,hpo_present,subject,HP:0011320,Unilambdoid synostosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0011328,Abnormality of fontanelles,subject,hpo_absent,subject,HP:0011328,Abnormality of fontanelles,http://purl.obolibrary.org/obo/hp.owl,
HP:0011330,Metopic synostosis,subject,hpo_present,subject,HP:0011330,Metopic synostosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0011331,Hemifacial atrophy,subject,hpo_present,subject,HP:0011331,Hemifacial atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0011332,Hemifacial hypoplasia,subject,hpo_present,subject,HP:0011332,Hemifacial hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0011338,Abnormality of mouth shape,subject,hpo_absent,subject,HP:0011338,Abnormality of mouth shape,http://purl.obolibrary.org/obo/hp.owl,
HP:0011343,Moderate global developmental delay,subject,hpo_present,subject,HP:0011343,Moderate global developmental delay,http://purl.obolibrary.org/obo/hp.owl,
HP:0011344,Severe global developmental delay,subject,hpo_present,subject,HP:0011344,Severe global developmental delay,http://purl.obolibrary.org/obo/hp.owl,
HP:0011363,Abnormality of hair growth rate,subject,hpo_present,subject,HP:0011363,Abnormality of hair growth rate,http://purl.obolibrary.org/obo/hp.owl,
HP:0011376,Morphological abnormality of the vestibule of the inner ear,subject,hpo_present,subject,HP:0011376,Morphological abnormality of the vestibule of the inner ear,http://purl.obolibrary.org/obo/hp.owl,
HP:0011386,Narrow internal auditory canal,subject,hpo_present,subject,HP:0011386,Narrow internal auditory canal,http://purl.obolibrary.org/obo/hp.owl,
HP:0011398,obsolete Central hypotonia,subject,hpo_present,subject,HP:0011398,obsolete Central hypotonia,http://purl.obolibrary.org/obo/hp.owl,
HP:0011407,Proportionate tall stature,subject,hpo_present,subject,HP:0011407,Proportionate tall stature,http://purl.obolibrary.org/obo/hp.owl,
HP:0011449,Knee clonus,subject,hpo_present,subject,HP:0011449,Knee clonus,http://purl.obolibrary.org/obo/hp.owl,
HP:0011451,Primary microcephaly,subject,hpo_present,subject,HP:0011451,Primary microcephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0011611,Interrupted aortic arch,subject,hpo_present,subject,HP:0011611,Interrupted aortic arch,http://purl.obolibrary.org/obo/hp.owl,
HP:0011663,Right ventricular cardiomyopathy,subject,hpo_present,subject,HP:0011663,Right ventricular cardiomyopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0011664,Left ventricular noncompaction cardiomyopathy,subject,hpo_present,subject,HP:0011664,Left ventricular noncompaction cardiomyopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0011675,Arrhythmia,subject,hpo_present,subject,HP:0011675,Arrhythmia,http://purl.obolibrary.org/obo/hp.owl,
HP:0011712,Right bundle branch block,subject,hpo_present,subject,HP:0011712,Right bundle branch block,http://purl.obolibrary.org/obo/hp.owl,
HP:0011787,Central hypothyroidism,subject,hpo_present,subject,HP:0011787,Central hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
HP:0011819,Submucous cleft soft palate,subject,hpo_present,subject,HP:0011819,Submucous cleft soft palate,http://purl.obolibrary.org/obo/hp.owl,
HP:0011832,Narrow nasal tip,subject,hpo_present,subject,HP:0011832,Narrow nasal tip,http://purl.obolibrary.org/obo/hp.owl,
HP:0011844,Abnormal appendicular skeleton morphology,subject,hpo_absent,subject,HP:0011844,Abnormal appendicular skeleton morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0011892,Low levels of vitamin K,subject,hpo_present,subject,HP:0011892,Low levels of vitamin K,http://purl.obolibrary.org/obo/hp.owl,
HP:0011921,Exudative pleural effusion,subject,hpo_absent,subject,HP:0011921,Exudative pleural effusion,http://purl.obolibrary.org/obo/hp.owl,
HP:0011927,Short digit,subject,hpo_present,subject,HP:0011927,Short digit,http://purl.obolibrary.org/obo/hp.owl,
HP:0011950,Bronchiolitis,subject,hpo_present,subject,HP:0011950,Bronchiolitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0011957,Abnormal pectoral muscle morphology,subject,hpo_absent,subject,HP:0011957,Abnormal pectoral muscle morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0011968,Feeding difficulties,subject,hpo_present,subject,HP:0011968,Feeding difficulties,http://purl.obolibrary.org/obo/hp.owl,
HP:0012020,Right aortic arch,subject,hpo_present,subject,HP:0012020,Right aortic arch,http://purl.obolibrary.org/obo/hp.owl,
HP:0012032,Lipoma,subject,hpo_present,subject,HP:0012032,Lipoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0012037,Pectoralis amyotrophy,subject,hpo_present,subject,HP:0012037,Pectoralis amyotrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0012093,Abnormality of endocrine pancreas physiology,subject,hpo_absent,subject,HP:0012093,Abnormality of endocrine pancreas physiology,http://purl.obolibrary.org/obo/hp.owl,
HP:0012110,Hypoplasia of the pons,subject,hpo_present,subject,HP:0012110,Hypoplasia of the pons,http://purl.obolibrary.org/obo/hp.owl,
HP:0012155,Decreased corneal sensation,subject,hpo_present,subject,HP:0012155,Decreased corneal sensation,http://purl.obolibrary.org/obo/hp.owl,
HP:0012236,Elevated sweat chloride,subject,hpo_present,subject,HP:0012236,Elevated sweat chloride,http://purl.obolibrary.org/obo/hp.owl,
HP:0012368,Flat face,subject,hpo_present,subject,HP:0012368,Flat face,http://purl.obolibrary.org/obo/hp.owl,
HP:0012369,Abnormality of malar bones,subject,hpo_present,subject,HP:0012369,Abnormality of malar bones,http://purl.obolibrary.org/obo/hp.owl,
HP:0012371,Hyperplasia of midface,subject,hpo_present,subject,HP:0012371,Hyperplasia of midface,http://purl.obolibrary.org/obo/hp.owl,
HP:0012372,Abnormal eye morphology,subject,hpo_present,subject,HP:0012372,Abnormal eye morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0012373,Abnormal eye physiology,subject,hpo_absent,subject,HP:0012373,Abnormal eye physiology,http://purl.obolibrary.org/obo/hp.owl,
HP:0012374,obsolete Abnormal globe morphology,subject,hpo_absent,subject,HP:0012374,obsolete Abnormal globe morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0012378,Fatigue,subject,hpo_present,subject,HP:0012378,Fatigue,http://purl.obolibrary.org/obo/hp.owl,
HP:0012384,Rhinitis,subject,hpo_present,subject,HP:0012384,Rhinitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0012432,Chronic fatigue,subject,hpo_present,subject,HP:0012432,Chronic fatigue,http://purl.obolibrary.org/obo/hp.owl,
HP:0012452,Restless legs,subject,hpo_present,subject,HP:0012452,Restless legs,http://purl.obolibrary.org/obo/hp.owl,
HP:0012486,Myelitis,subject,hpo_present,subject,HP:0012486,Myelitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0012503,Abnormality of the pituitary gland,subject,hpo_present,subject,HP:0012503,Abnormality of the pituitary gland,http://purl.obolibrary.org/obo/hp.owl,
HP:0012520,Perivascular spaces,subject,hpo_present,subject,HP:0012520,Perivascular spaces,http://purl.obolibrary.org/obo/hp.owl,
HP:0012539,Non-Hodgkin lymphoma,subject,hpo_present,subject,HP:0012539,Non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0012583,Unilateral renal hypoplasia,subject,hpo_present,subject,HP:0012583,Unilateral renal hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0012585,Renal atrophy,subject,hpo_present,subject,HP:0012585,Renal atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0012712,Mild hearing impairment,subject,hpo_present,subject,HP:0012712,Mild hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0012713,Moderate hearing impairment,subject,hpo_present,subject,HP:0012713,Moderate hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0012714,Severe hearing impairment,subject,hpo_present,subject,HP:0012714,Severe hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0012715,Profound hearing impairment,subject,hpo_present,subject,HP:0012715,Profound hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0012718,Morphological abnormality of the gastrointestinal tract,subject,hpo_absent,subject,HP:0012718,Morphological abnormality of the gastrointestinal tract,http://purl.obolibrary.org/obo/hp.owl,
HP:0012732,Anorectal anomaly,subject,hpo_present,subject,HP:0012732,Anorectal anomaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0012735,Cough,subject,hpo_present,subject,HP:0012735,Cough,http://purl.obolibrary.org/obo/hp.owl,
HP:0012741,Unilateral cryptorchidism,subject,hpo_present,subject,HP:0012741,Unilateral cryptorchidism,http://purl.obolibrary.org/obo/hp.owl,
HP:0012745,Short palpebral fissure,subject,hpo_present,subject,HP:0012745,Short palpebral fissure,http://purl.obolibrary.org/obo/hp.owl,
HP:0012775,Stellate iris,subject,hpo_present,subject,HP:0012775,Stellate iris,http://purl.obolibrary.org/obo/hp.owl,
HP:0012801,Narrow jaw,subject,hpo_present,subject,HP:0012801,Narrow jaw,http://purl.obolibrary.org/obo/hp.owl,
HP:0012803,Anisometropia,subject,hpo_present,subject,HP:0012803,Anisometropia,http://purl.obolibrary.org/obo/hp.owl,
HP:0012804,Corneal ulceration,subject,hpo_present,subject,HP:0012804,Corneal ulceration,http://purl.obolibrary.org/obo/hp.owl,
HP:0012808,Abnormal nasal base,subject,hpo_absent,subject,HP:0012808,Abnormal nasal base,http://purl.obolibrary.org/obo/hp.owl,
HP:0012810,Wide nasal base,subject,hpo_present,subject,HP:0012810,Wide nasal base,http://purl.obolibrary.org/obo/hp.owl,
HP:0012811,Wide nasal ridge,subject,hpo_present,subject,HP:0012811,Wide nasal ridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0012850,Small intestinal dysmotility,subject,hpo_present,subject,HP:0012850,Small intestinal dysmotility,http://purl.obolibrary.org/obo/hp.owl,
HP:0012852,Hepatic bridging fibrosis,subject,hpo_present,subject,HP:0012852,Hepatic bridging fibrosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0012854,Midshaft hypospadias,subject,hpo_present,subject,HP:0012854,Midshaft hypospadias,http://purl.obolibrary.org/obo/hp.owl,
HP:0025168,Left ventricular diastolic dysfunction,subject,hpo_present,subject,HP:0025168,Left ventricular diastolic dysfunction,http://purl.obolibrary.org/obo/hp.owl,
HP:0025246,Trichilemmal cyst,subject,hpo_present,subject,HP:0025246,Trichilemmal cyst,http://purl.obolibrary.org/obo/hp.owl,
HP:0030038,Enchondroma,subject,hpo_present,subject,HP:0030038,Enchondroma,http://purl.obolibrary.org/obo/hp.owl,
HP:0030039,Fused thoracic vertebrae,subject,hpo_present,subject,HP:0030039,Fused thoracic vertebrae,http://purl.obolibrary.org/obo/hp.owl,
HP:0030044,Flexion contracture of digit,subject,hpo_present,subject,HP:0030044,Flexion contracture of digit,http://purl.obolibrary.org/obo/hp.owl,
HP:0030048,Colpocephaly,subject,hpo_present,subject,HP:0030048,Colpocephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0030053,Stiff skin,subject,hpo_present,subject,HP:0030053,Stiff skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0030057,Autoimmune antibody positivity,subject,hpo_present,subject,HP:0030057,Autoimmune antibody positivity,http://purl.obolibrary.org/obo/hp.owl,
HP:0030127,Endometriosis,subject,hpo_present,subject,HP:0030127,Endometriosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0030976,Abnormal factor VIII activity,subject,hpo_present,subject,HP:0030976,Abnormal factor VIII activity,http://purl.obolibrary.org/obo/hp.owl,
HP:0030991,Sclerosing cholangitis,subject,hpo_present,subject,HP:0030991,Sclerosing cholangitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0031137,Storage in hepatocytes,subject,hpo_present,subject,HP:0031137,Storage in hepatocytes,http://purl.obolibrary.org/obo/hp.owl,
HP:0031913,Rhombencephalosynapsis,subject,hpo_present,subject,HP:0031913,Rhombencephalosynapsis,http://purl.obolibrary.org/obo/hp.owl,
HP:0032234,Increased circulating creatine kinase MM isoform,subject,hpo_present,subject,HP:0032234,Increased circulating creatine kinase MM isoform,http://purl.obolibrary.org/obo/hp.owl,
HP:0040278,Prolactinoma,subject,hpo_present,subject,HP:0040278,Prolactinoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0100008,Schwannoma,subject,hpo_present,subject,HP:0100008,Schwannoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0100022,Abnormality of movement,subject,hpo_present,subject,HP:0100022,Abnormality of movement,http://purl.obolibrary.org/obo/hp.owl,
HP:0100024,Conspicuously happy disposition,subject,hpo_present,subject,HP:0100024,Conspicuously happy disposition,http://purl.obolibrary.org/obo/hp.owl,
HP:0100026,Arteriovenous malformation,subject,hpo_present,subject,HP:0100026,Arteriovenous malformation,http://purl.obolibrary.org/obo/hp.owl,
HP:0100031,Neoplasm of the thyroid gland,subject,hpo_present,subject,HP:0100031,Neoplasm of the thyroid gland,http://purl.obolibrary.org/obo/hp.owl,
HP:0100034,Motor tics,subject,hpo_present,subject,HP:0100034,Motor tics,http://purl.obolibrary.org/obo/hp.owl,
HP:0100035,Phonic tics,subject,hpo_present,subject,HP:0100035,Phonic tics,http://purl.obolibrary.org/obo/hp.owl,
HP:0100134,Abnormality of the axillary hair,subject,hpo_present,subject,HP:0100134,Abnormality of the axillary hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0100240,Synostosis of joints,subject,hpo_present,subject,HP:0100240,Synostosis of joints,http://purl.obolibrary.org/obo/hp.owl,
HP:0100279,Ulcerative colitis,subject,hpo_present,subject,HP:0100279,Ulcerative colitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0100280,Crohn's disease,subject,hpo_present,subject,HP:0100280,Crohn's disease,http://purl.obolibrary.org/obo/hp.owl,
HP:0100335,Non-midline cleft lip,subject,hpo_present,subject,HP:0100335,Non-midline cleft lip,http://purl.obolibrary.org/obo/hp.owl,
HP:0100336,Bilateral cleft lip,subject,hpo_present,subject,HP:0100336,Bilateral cleft lip,http://purl.obolibrary.org/obo/hp.owl,
HP:0100337,Bilateral cleft palate,subject,hpo_present,subject,HP:0100337,Bilateral cleft palate,http://purl.obolibrary.org/obo/hp.owl,
HP:0100490,Camptodactyly of finger,subject,hpo_present,subject,HP:0100490,Camptodactyly of finger,http://purl.obolibrary.org/obo/hp.owl,
HP:0100495,Mastocytosis,subject,hpo_present,subject,HP:0100495,Mastocytosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0100502,Vitamin B12 deficiency,subject,hpo_present,subject,HP:0100502,Vitamin B12 deficiency,http://purl.obolibrary.org/obo/hp.owl,
HP:0100508,Abnormality of vitamin metabolism,subject,hpo_present,subject,HP:0100508,Abnormality of vitamin metabolism,http://purl.obolibrary.org/obo/hp.owl,
HP:0100510,Low levels of vitamin C,subject,hpo_present,subject,HP:0100510,Low levels of vitamin C,http://purl.obolibrary.org/obo/hp.owl,
HP:0100538,Abnormality of the supraorbital ridges,subject,hpo_absent,subject,HP:0100538,Abnormality of the supraorbital ridges,http://purl.obolibrary.org/obo/hp.owl,
HP:0100539,Periorbital edema,subject,hpo_present,subject,HP:0100539,Periorbital edema,http://purl.obolibrary.org/obo/hp.owl,
HP:0100543,Cognitive impairment,subject,hpo_present,subject,HP:0100543,Cognitive impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0100560,Upper limb asymmetry,subject,hpo_present,subject,HP:0100560,Upper limb asymmetry,http://purl.obolibrary.org/obo/hp.owl,
HP:0100568,Neoplasm of the endocrine system,subject,hpo_present,subject,HP:0100568,Neoplasm of the endocrine system,http://purl.obolibrary.org/obo/hp.owl,
HP:0100582,Nasal polyposis,subject,hpo_present,subject,HP:0100582,Nasal polyposis,http://purl.obolibrary.org/obo/hp.owl,
HP:0100602,Preeclampsia,subject,hpo_present,subject,HP:0100602,Preeclampsia,http://purl.obolibrary.org/obo/hp.owl,
HP:0100626,Chronic hepatic failure,subject,hpo_present,subject,HP:0100626,Chronic hepatic failure,http://purl.obolibrary.org/obo/hp.owl,
HP:0100633,Esophagitis,subject,hpo_present,subject,HP:0100633,Esophagitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0100646,Thyroiditis,subject,hpo_present,subject,HP:0100646,Thyroiditis,http://purl.obolibrary.org/obo/hp.owl,
HP:0100651,Type I diabetes mellitus,subject,hpo_present,subject,HP:0100651,Type I diabetes mellitus,http://purl.obolibrary.org/obo/hp.owl,
HP:0100678,Premature skin wrinkling,subject,hpo_present,subject,HP:0100678,Premature skin wrinkling,http://purl.obolibrary.org/obo/hp.owl,
HP:0100700,Abnormal arachnoid mater morphology,subject,hpo_present,subject,HP:0100700,Abnormal arachnoid mater morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0100704,Cerebral visual impairment,subject,hpo_present,subject,HP:0100704,Cerebral visual impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0100710,Impulsivity,subject,hpo_present,subject,HP:0100710,Impulsivity,http://purl.obolibrary.org/obo/hp.owl,
